scenario,planner,num_vehicles,seed,vehicle_id,success,plan_time_ms,path_length,nodes,start_error_m,goal_error_m,collision_free
road_open,astar,20,4,3,1,0.3171999996993691,236.29122170444109,8,1.9999999999999998,0.0,1
road_open,astar,20,4,4,1,0.32640001154504716,233.8434788178314,8,1.9999999999999998,0.0,1
road_open,astar,20,4,5,1,0.3171999996993691,236.81250709095204,8,1.9999999999999998,0.0,1
road_open,astar,20,4,6,1,0.3161999920848757,234.70894286123075,8,1.1649961719442974,0.0,1
road_open,astar,20,4,7,1,0.3473999968264252,233.55286155513286,8,0.2969804269081666,0.0,1
road_open,astar,20,4,8,1,0.4928999987896532,233.7953958419444,8,1.9999999999999998,0.0,1
road_open,astar,20,4,9,1,0.3730999887920916,232.17953627844346,8,1.9999999999999998,0.0,1
road_open,astar,20,4,10,1,0.3195000172127038,230.77397783876089,8,1.9999999999999998,0.0,1
road_open,astar,20,4,11,1,0.32580000697635114,230.91880733718867,8,1.9999999999999998,0.0,1
road_open,astar,20,4,12,1,0.3389000194147229,235.0799651965789,8,0.6528053996583969,0.0,1
road_open,astar,20,4,13,1,0.3164999943692237,234.05206891112533,8,1.9999999999999998,0.0,1
road_open,astar,20,4,14,1,0.31949998810887337,233.96178572484993,8,0.6906972319645828,0.0,1
road_open,astar,20,4,15,1,0.31790000502951443,233.16987872053156,8,0.4978942210978854,0.0,1
road_open,astar,20,4,16,1,0.3239000216126442,233.57188334679626,8,1.9999999999999998,0.0,1
road_open,astar,20,4,17,1,0.3181000065524131,237.36316396092502,8,0.010633727696828466,0.0,1
road_open,astar,20,4,18,1,0.31659999513067305,229.51655155340768,8,1.9999999999999998,0.0,1
road_open,astar,20,4,19,1,0.31560001662001014,235.7837413847823,8,1.941523480886099,0.0,1
road_open,rrt,20,0,0,1,0.05219999002292752,164.05465485188952,1,0.0,0.0,1
road_open,rrt,20,0,1,1,0.04239997360855341,164.27510353728505,1,0.0,0.0,1
road_open,rrt,20,0,2,1,0.039300008211284876,163.8407551334267,1,0.0,0.0,1
road_open,rrt,20,0,3,1,0.039300008211284876,165.66891173513739,1,0.0,0.0,1
road_open,rrt,20,0,4,1,0.044100015657022595,163.95402955434068,1,0.0,0.0,1
road_open,rrt,20,0,5,1,0.04110002191737294,166.03868395868636,1,0.0,0.0,1
road_open,rrt,20,0,6,1,0.039300008211284876,165.16627896503306,1,0.0,0.0,1
road_open,rrt,20,0,7,1,0.044199987314641476,164.99413705424558,1,0.0,0.0,1
road_open,rrt,20,0,8,1,0.03920000744983554,163.91051319721768,1,0.0,0.0,1
road_open,rrt,20,0,9,1,0.03880000440403819,162.78495858195342,1,0.0,0.0,1
road_open,rrt,20,0,10,1,0.03850000211969018,161.80348079090965,1,0.0,0.0,1
road_open,rrt,20,0,11,1,0.03860000288113952,161.8951070673231,1,0.0,0.0,1
road_open,rrt,20,0,12,1,0.03980001201853156,165.79249454850972,1,0.0,0.0,1
road_open,rrt,20,0,13,1,0.03950000973418355,164.10681886950596,1,0.0,0.0,1
road_open,rrt,20,0,14,1,0.03890000516548753,164.99090378742505,1,0.0,0.0,1
road_open,rrt,20,0,15,1,0.03920000744983554,164.58485572862327,1,0.0,0.0,1
